Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,thumb_base_x,thumb_base_y,thumb_base_z,thumb_first_joint_x,thumb_first_joint_y,thumb_first_joint_z,thumb_second_joint_x,thumb_second_joint_y,thumb_second_joint_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_base_x,index_base_y,index_base_z,index_first_joint_x,index_first_joint_y,index_first_joint_z,index_second_joint_x,index_second_joint_y,index_second_joint_z,index_tip_x,index_tip_y,index_tip_z,middle_base_x,middle_base_y,middle_base_z,middle_first_joint_x,middle_first_joint_y,middle_first_joint_z,middle_second_joint_x,middle_second_joint_y,middle_second_joint_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_base_x,ring_base_y,ring_base_z,ring_first_joint_x,ring_first_joint_y,ring_first_joint_z,ring_second_joint_x,ring_second_joint_y,ring_second_joint_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_base_x,pinky_base_y,pinky_base_z,pinky_first_joint_x,pinky_first_joint_y,pinky_first_joint_z,pinky_second_joint_x,pinky_second_joint_y,pinky_second_joint_z,pinky_tip_x,pinky_tip_y,pinky_tip_z
0.46248953,-0.3846207,0.535904,0.44100133,-0.32094338,0.50544,0.43229966,-0.35791478,0.522001,0.4077379,-0.33607867,0.494183,0.37731428,-0.31163081,0.467293,0.36004135,-0.29083681,0.452433,0.39001183,-0.24923227,0.46527,0.38116227,-0.20877471,0.459023,0.37687629,-0.18917468,0.455899,0.38687864,-0.17739174,0.46998,0.41805076,-0.25513568,0.471114,0.3936901,-0.22451389,0.433548,0.4043538,-0.25851674,0.448497,0.41307708,-0.28118347,0.466778,0.4431282,-0.26382013,0.478009,0.41939926,-0.24973979,0.441315,0.39545478,-0.25945178,0.422541,0.38615215,-0.26651104,0.422899,0.47695174,-0.28190162,0.490352,0.45447092,-0.27335909,0.458003,0.44963279,-0.29056149,0.467039,0.45042344,-0.30087085,0.481927
0.45117746,-0.36724214,0.5212,0.43244312,-0.30112355,0.492054,0.42270983,-0.33902907,0.507913,0.40128924,-0.32046001,0.480746,0.37338038,-0.29941859,0.453755,0.35552192,-0.28082113,0.438395,0.38236195,-0.23274079,0.453638,0.37721207,-0.19518945,0.449896,0.3745931,-0.1756135,0.448026,0.37218348,-0.15731816,0.446325,0.41001775,-0.23953942,0.459212,0.38319128,-0.20412087,0.422776,0.39548075,-0.23715209,0.438741,0.40883138,-0.26122988,0.456932,0.43467488,-0.24891738,0.465795,0.41510642,-0.21268925,0.430218,0.3934146,-0.22247653,0.412015,0.38748557,-0.23718306,0.413341,0.46771662,-0.26774739,0.477587,0.44554115,-0.2571066,0.446121,0.44174863,-0.27498309,0.455841,0.44473892,-0.29114857,0.470684
0.44564559,-0.35993618,0.513617,0.42785512,-0.29516703,0.483786,0.41813889,-0.33207367,0.500783,0.39764591,-0.31523915,0.474132,0.36982908,-0.29436221,0.44773,0.35441179,-0.27427898,0.431975,0.38124865,-0.22517022,0.445397,0.37383422,-0.1902569,0.443775,0.37152327,-0.17107722,0.442964,0.36937488,-0.15308895,0.442227,0.40827783,-0.23221655,0.450174,0.38013386,-0.19654305,0.41322,0.39157752,-0.22929885,0.428966,0.40263005,-0.25460451,0.447275,0.43241452,-0.24183587,0.456148,0.41201748,-0.20563423,0.420357,0.38919151,-0.21531485,0.402045,0.38038579,-0.23063254,0.403182,0.46483483,-0.26103187,0.467302,0.44107713,-0.25013015,0.435613,0.43687389,-0.26763257,0.445193,0.43887972,-0.28071364,0.46006
0.43345599,-0.33635839,0.492803,0.42413584,-0.27797589,0.46797,0.40696712,-0.31490321,0.482659,0.39396393,-0.30389864,0.459112,0.36210438,-0.28262536,0.434752,0.35013261,-0.26765628,0.425914,0.37791676,-0.21317472,0.436667,0.36526473,-0.17417873,0.427998,0.35884609,-0.15405269,0.423664,0.35296072,-0.13536355,0.419734,0.40408554,-0.21836908,0.439988,0.37914314,-0.1899069,0.407564,0.39402711,-0.22462102,0.4266,0.40479154,-0.25042129,0.444304,0.4273105,-0.22629606,0.444422,0.39861613,-0.18348544,0.413231,0.38456719,-0.19332184,0.397273,0.38905411,-0.21426457,0.401809,0.45825764,-0.24311456,0.453062,0.41731419,-0.24335262,0.425056,0.41660967,-0.25784203,0.436875,0.42854869,-0.26568472,0.45176
0.43306782,-0.33253833,0.48908,0.41734847,-0.27165924,0.458642,0.40596067,-0.30748253,0.475307,0.38699078,-0.29654561,0.447628,0.35287459,-0.27540817,0.420874,0.33362165,-0.25460912,0.40537,0.36437514,-0.20278084,0.418648,0.35645986,-0.1642425,0.411888,0.35245735,-0.14417953,0.408509,0.34878873,-0.1254376,0.405436,0.3926722,-0.20877321,0.424345,0.3632547,-0.18008607,0.38681,0.37464152,-0.21295608,0.401832,0.38671386,-0.23597466,0.420125,0.41824289,-0.21752019,0.431118,0.38465846,-0.17400096,0.3945,0.36774607,-0.18311848,0.375765,0.36609108,-0.20086558,0.376192,0.45305685,-0.23570533,0.443311,0.40786603,-0.23567848,0.411013,0.40449231,-0.24788525,0.420098,0.41453856,-0.25526401,0.434988
0.4314555,-0.32535555,0.481876,0.41337546,-0.26564022,0.45167,0.4035353,-0.29990429,0.467694,0.38113686,-0.28955913,0.439568,0.34814818,-0.26472241,0.412357,0.32853621,-0.24253397,0.396244,0.35867218,-0.19775811,0.411357,0.35174683,-0.16007446,0.405802,0.34823154,-0.14034046,0.403025,0.34500179,-0.12183455,0.4005,0.38731922,-0.20406487,0.417634,0.35920525,-0.16910375,0.38026,0.37102277,-0.20054195,0.395228,0.38349142,-0.22929525,0.413445,0.41321224,-0.21305315,0.424868,0.37941925,-0.16975323,0.388208,0.36242643,-0.17886696,0.369452,0.36266131,-0.19677205,0.369824,0.44843184,-0.231503,0.437581,0.40313713,-0.23148527,0.405289,0.39985025,-0.24371061,0.414334,0.41191596,-0.25054011,0.429207
0.42372113,-0.31369297,0.467479,0.40263166,-0.25530068,0.436367,0.39447987,-0.28996807,0.453746,0.37555073,-0.27893167,0.426135,0.34234569,-0.25713672,0.399485,0.32133744,-0.23590159,0.384806,0.34907018,-0.18776342,0.395907,0.33875953,-0.14879202,0.386916,0.33356365,-0.12937517,0.38242,0.32880028,-0.11122161,0.378334,0.37721391,-0.1931389,0.401311,0.3475376,-0.15872221,0.363236,0.36001418,-0.18966145,0.37786,0.37146668,-0.21563809,0.396223,0.40277215,-0.20135241,0.407888,0.36830984,-0.15767967,0.370873,0.35130354,-0.16667707,0.351935,0.34864628,-0.18546507,0.352,0.43780068,-0.21885834,0.419937,0.393232,-0.21932121,0.387302,0.38945031,-0.23146499,0.396124,0.40132572,-0.23794452,0.41103
0.41212641,-0.30244963,0.450051,0.38963789,-0.24699537,0.42001,0.38193816,-0.280523,0.435188,0.34875338,-0.26427721,0.406338,0.31837106,-0.24640446,0.378807,0.29838185,-0.22679337,0.360054,0.33188597,-0.17979878,0.378997,0.32644412,-0.14136539,0.37259,0.32420002,-0.12213284,0.369386,0.32030023,-0.10585509,0.366473,0.36101929,-0.18431963,0.38616,0.33636188,-0.15179803,0.348889,0.35410001,-0.18286301,0.363584,0.36456797,-0.20759209,0.381678,0.38824247,-0.19318694,0.394112,0.35542656,-0.15108552,0.357261,0.34310081,-0.15955629,0.338406,0.3413277,-0.17735898,0.338534,0.42407688,-0.21041457,0.407663,0.40385463,-0.19788624,0.375281,0.40079271,-0.2155351,0.384137,0.40421654,-0.22825568,0.398968
0.40522657,-0.29661191,0.441974,0.3812118,-0.24001441,0.410536,0.37396252,-0.27437978,0.426226,0.35123987,-0.25511432,0.396498,0.3241772,-0.2337833,0.36896,0.30720762,-0.21301979,0.351436,0.32323583,-0.17294789,0.367381,0.3152129,-0.13315638,0.35661,0.31189966,-0.11388194,0.351225,0.30894344,-0.095687385,0.346329,0.35288453,-0.177465,0.375112,0.32889173,-0.14361797,0.336682,0.34517563,-0.17413349,0.350005,0.35724551,-0.19996356,0.368088,0.37958783,-0.18485794,0.383627,0.34872168,-0.14362968,0.345539,0.33496175,-0.15205456,0.326052,0.33253733,-0.16964075,0.324939,0.41587326,-0.20113409,0.398039,0.39491331,-0.19314131,0.364713,0.39445404,-0.211647,0.372648,0.39473108,-0.22265607,0.387455
0.39657161,-0.28975947,0.429264,0.37284115,-0.23134389,0.398934,0.36384757,-0.26717522,0.413774,0.34646409,-0.25327138,0.384282,0.31291343,-0.22698127,0.356565,0.29735146,-0.20634683,0.341383,0.31747122,-0.16198089,0.356939,0.304017,-0.12800867,0.3406,0.29732564,-0.11015331,0.332431,0.29126635,-0.093321589,0.325004,0.34520834,-0.17020902,0.364759,0.32039853,-0.14070074,0.327236,0.33687184,-0.17148249,0.341379,0.35095659,-0.19598017,0.359391,0.37179491,-0.17815863,0.373271,0.34255279,-0.14065138,0.335979,0.32864625,-0.14997776,0.3169,0.32714581,-0.16563958,0.316537,0.41116847,-0.19449196,0.387531,0.3859231,-0.18325042,0.354847,0.38371219,-0.2020198,0.36333,0.38863312,-0.21747788,0.378122
0.39240615,-0.28559007,0.422794,0.36824561,-0.22647733,0.38985,0.35928278,-0.26296866,0.406902,0.34047417,-0.24855289,0.377098,0.30896039,-0.22524893,0.349974,0.29133316,-0.20443091,0.333581,0.30870793,-0.16037735,0.345368,0.29541256,-0.12644615,0.329099,0.28882485,-0.10862548,0.320965,0.28192181,-0.090892222,0.31357,0.33828124,-0.16478249,0.352729,0.31043966,-0.13191197,0.313102,0.32614309,-0.16073794,0.325339,0.34127909,-0.18649913,0.343514,0.36525225,-0.17216359,0.361043,0.33238964,-0.13639129,0.321986,0.31728052,-0.1452844,0.302004,0.3133495,-0.15910782,0.299923,0.4024759,-0.1886451,0.375417,0.3785486,-0.18024468,0.341297,0.37493932,-0.1981834,0.34851,0.3772234,-0.20966864,0.363316
0.38990359,-0.28324453,0.418481,0.36518019,-0.22470814,0.385593,0.35742039,-0.26026939,0.402503,0.33708243,-0.24640518,0.372611,0.30640319,-0.22535237,0.345403,0.28825867,-0.20353174,0.329902,0.30456164,-0.15857784,0.341049,0.29011581,-0.1243885,0.324219,0.28292743,-0.10649259,0.315804,0.27640654,-0.089623164,0.308154,0.33421441,-0.16291537,0.348535,0.30565704,-0.12979328,0.30895,0.32128771,-0.15838417,0.321167,0.33668803,-0.18417354,0.33932,0.36133488,-0.17023727,0.356946,0.32772842,-0.13423737,0.317889,0.3127188,-0.14242514,0.297906,0.31129114,-0.15828499,0.29581,0.39888152,-0.18666302,0.37143,0.36605629,-0.18428115,0.337319,0.36136595,-0.20034975,0.344518,0.37202791,-0.20799055,0.359315
0.38586375,-0.27999295,0.408862,0.35894189,-0.22291033,0.376843,0.35113262,-0.25703439,0.392177,0.33219123,-0.24884044,0.361548,0.30125949,-0.22728523,0.333775,0.28271285,-0.20373255,0.319484,0.29458043,-0.16176456,0.332107,0.27853266,-0.12716467,0.315158,0.27050047,-0.10909576,0.306684,0.26317677,-0.092092053,0.29898,0.32516089,-0.16498415,0.340765,0.29767492,-0.12854532,0.301883,0.31466604,-0.15685606,0.314137,0.33038303,-0.18191285,0.332047,0.3539463,-0.16915256,0.350081,0.32005913,-0.13270639,0.311287,0.30636028,-0.13990944,0.291439,0.30633288,-0.15639202,0.289419,0.39283016,-0.18515031,0.365532,0.36116605,-0.18254763,0.331724,0.35708222,-0.199015,0.338943,0.3668178,-0.20731799,0.35364
0.38392989,-0.2789952,0.405111,0.35513279,-0.22302783,0.371249,0.34793485,-0.25599169,0.387038,0.3227074,-0.2409312,0.355256,0.29553517,-0.22116419,0.327547,0.27839694,-0.20109688,0.309822,0.2886461,-0.16255284,0.323418,0.27310616,-0.12880045,0.300323,0.26547,-0.11133782,0.288775,0.25862361,-0.095041681,0.278276,0.31929804,-0.16422781,0.333093,0.29166888,-0.13067426,0.292881,0.31211083,-0.15904621,0.302512,0.33033655,-0.18405311,0.320081,0.3469547,-0.16864768,0.343373,0.3119742,-0.13290655,0.303051,0.30333004,-0.14133563,0.282422,0.29996165,-0.15344665,0.278248,0.38695044,-0.18252862,0.360224,0.3680117,-0.17684086,0.32533,0.36224316,-0.19352554,0.330803,0.36156578,-0.20289748,0.345207
0.38393116,-0.27796768,0.402643,0.35406591,-0.22349673,0.367589,0.34956706,-0.25773257,0.384943,0.32665886,-0.24335639,0.353609,0.29739183,-0.2235593,0.326456,0.2800516,-0.20286485,0.30916,0.28438323,-0.16104922,0.319299,0.26743429,-0.13102883,0.293439,0.25943258,-0.11526777,0.280509,0.25228773,-0.10059931,0.268755,0.31429166,-0.16161444,0.32809,0.28970297,-0.14128242,0.286946,0.30296941,-0.17158315,0.296001,0.31576761,-0.18845969,0.313726,0.34203223,-0.16567699,0.337724,0.30760923,-0.13354745,0.296841,0.29699827,-0.14005153,0.275924,0.29668916,-0.15325038,0.271234,0.38122315,-0.1778923,0.353962,0.35480891,-0.1768574,0.31856,0.35221351,-0.1954619,0.323656,0.35791935,-0.20734029,0.338091
0.37494488,-0.27071516,0.386241,0.34715619,-0.21735956,0.351947,0.33993247,-0.25294826,0.367948,0.32045967,-0.23326858,0.33602,0.29689828,-0.21172539,0.308528,0.28150074,-0.19108573,0.29023,0.2713459,-0.15528607,0.303519,0.25406414,-0.12651517,0.277013,0.24560688,-0.1116969,0.263761,0.23805452,-0.097901298,0.251713,0.3019409,-0.15468674,0.313304,0.28017405,-0.13739539,0.272796,0.29503298,-0.16709694,0.281829,0.30439984,-0.18166974,0.299317,0.33062935,-0.15771179,0.323705,0.29780121,-0.13040212,0.283082,0.28918605,-0.13664318,0.262299,0.28594908,-0.1480369,0.257647,0.37166135,-0.1686218,0.340759,0.34444896,-0.16958836,0.30565,0.34449257,-0.18899568,0.310727,0.34792323,-0.20045089,0.325052
0.37568833,-0.27017579,0.385432,0.34503877,-0.21537556,0.350571,0.34053412,-0.25281092,0.367312,0.31732561,-0.23309276,0.335591,0.28674815,-0.21495647,0.308598,0.26855919,-0.19621145,0.290293,0.2699631,-0.15491122,0.301918,0.24927927,-0.12595384,0.270643,0.24175454,-0.11722717,0.255006,0.23468458,-0.10860889,0.24079,0.30013868,-0.15379279,0.31129,0.27888409,-0.13872217,0.270338,0.29299613,-0.16784532,0.279096,0.30296824,-0.1815803,0.296659,0.32840198,-0.15634125,0.321388,0.29639343,-0.13135881,0.280495,0.28743852,-0.13786302,0.259574,0.28447121,-0.14779262,0.254676,0.36877159,-0.16655005,0.338156,0.34166134,-0.16912621,0.302803,0.34122934,-0.18807926,0.3077,0.34579798,-0.19904001,0.322042
0.37335223,-0.26805982,0.381786,0.34252717,-0.2144971,0.34825,0.33964146,-0.25220686,0.365358,0.31616851,-0.2335546,0.335064,0.28660869,-0.21536585,0.308078,0.26902366,-0.19655348,0.289747,0.27043707,-0.15641137,0.302665,0.24566132,-0.12736395,0.265942,0.23436876,-0.11490839,0.247581,0.2247186,-0.10511707,0.230889,0.29912459,-0.15425681,0.310462,0.2800052,-0.14230883,0.27038,0.29679715,-0.17285482,0.281802,0.30698295,-0.18487136,0.299885,0.3258911,-0.15591977,0.319174,0.29638978,-0.13401122,0.279567,0.28831225,-0.14111094,0.259302,0.28749917,-0.14994158,0.25653,0.36403056,-0.16490935,0.334105,0.33811931,-0.16820012,0.299589,0.3397411,-0.1880714,0.306258,0.34528304,-0.19909728,0.320991
0.36932936,-0.26658375,0.379758,0.33530754,-0.22257214,0.347066,0.33718966,-0.25230003,0.363295,0.30830209,-0.23905866,0.332911,0.28469725,-0.21539459,0.305692,0.26830382,-0.19648373,0.287727,0.27079877,-0.16519924,0.302085,0.24450556,-0.12987217,0.265726,0.23363566,-0.11752509,0.247546,0.22462476,-0.10642192,0.231019,0.29895822,-0.16360324,0.310231,0.2818903,-0.14512006,0.270807,0.30000598,-0.17623689,0.2828,0.31104937,-0.19022909,0.300825,0.32457352,-0.16574976,0.319172,0.28817744,-0.12756736,0.280049,0.28136783,-0.13357052,0.260034,0.28503644,-0.14736001,0.257763,0.36003251,-0.17521291,0.334263,0.33976554,-0.17838222,0.300154,0.34017567,-0.1975609,0.307201,0.34754841,-0.2021564,0.321937
0.36367634,-0.26399934,0.372681,0.33130231,-0.2202196,0.343195,0.33168693,-0.24972993,0.357865,0.30459863,-0.23791474,0.329061,0.28395005,-0.22067465,0.304585,0.27101555,-0.20295602,0.288528,0.2702844,-0.16264343,0.302665,0.24712666,-0.1326945,0.268894,0.23762409,-0.12367047,0.252009,0.23119949,-0.12103247,0.236658,0.29801721,-0.16295429,0.309971,0.28554399,-0.14929377,0.273162,0.30514277,-0.1828043,0.288184,0.31546326,-0.19639285,0.306215,0.32294849,-0.16495326,0.318003,0.29511697,-0.13210624,0.28167,0.28961579,-0.13995472,0.26308,0.29338936,-0.15312548,0.263565,0.35712796,-0.17407314,0.331575,0.33803147,-0.17808797,0.299506,0.34153797,-0.1989596,0.308581,0.34765488,-0.20933049,0.323403
0.37109324,-0.27057318,0.380345,0.33589214,-0.22307029,0.34717,0.33702666,-0.25531753,0.362757,0.30725246,-0.24029476,0.331349,0.28350805,-0.22090518,0.303679,0.26873604,-0.20165915,0.284907,0.26876345,-0.1613707,0.300454,0.24180153,-0.13461002,0.263058,0.23189508,-0.13058959,0.24436,0.22336699,-0.12692829,0.227361,0.29862203,-0.16249269,0.30979,0.28415328,-0.15585364,0.270053,0.29518483,-0.18542205,0.280709,0.30635551,-0.1947851,0.298427,0.32569657,-0.16586324,0.319743,0.297027,-0.13484927,0.279959,0.28835509,-0.14219231,0.259604,0.28591298,-0.15033862,0.256255,0.36328339,-0.17699609,0.336111,0.33993383,-0.18098602,0.301593,0.34067976,-0.20002873,0.307747,0.34735263,-0.21006991,0.322281
0.37572896,-0.27556796,0.383836,0.33870818,-0.22512492,0.349741,0.33954144,-0.25840334,0.365753,0.30982063,-0.24273635,0.333981,0.28621287,-0.22351499,0.306548,0.27170375,-0.20427675,0.287689,0.26982348,-0.16179167,0.30172,0.24476171,-0.14689987,0.263685,0.23236294,-0.13995567,0.244668,0.2255077,-0.1438193,0.22738,0.30013429,-0.16305964,0.311324,0.28266127,-0.15588504,0.270937,0.29374305,-0.18508812,0.280374,0.30381908,-0.19683822,0.297945,0.32780629,-0.16694198,0.321562,0.30024008,-0.1432893,0.281105,0.28857678,-0.1512085,0.260406,0.28604104,-0.15508964,0.256068,0.36640068,-0.17886499,0.338394,0.34046041,-0.18384046,0.30339,0.34135814,-0.20257307,0.308735,0.34876932,-0.21156468,0.323127
