Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y, Palm_z,thumb_base_x,thumb_base_y,"	thumb_base_z","	thumb_first_joint_x","	thumb_first_joint_y","	thumb_first_joint_z","	 thumb_second_joint_x","	 thumb_second_joint_y","	 thumb_second_joint_z","	thumb_tip_x","	thumb_tip_y","	thumb_tip_z","	index_base_x","	index_base_y","	index_base_z","	 index_first_joint_x","	 index_first_joint_y","	 index_first_joint_z","	 index_second_joint_x","	 index_second_joint_y","	 index_second_joint_z","	index_tip_x","	index_tip_y","	index_tip_z","	middle_base_x","	middle_base_y","	middle_base_z","	middle_first_joint_x","	middle_first_joint_y","	middle_first_joint_z","	middle_second_joint_x","	middle_second_joint_y","	middle_second_joint_z","	middle_tip_x","	middle_tip_y","	middle_tip_z","	ring_base_x","	ring_base_y","	ring_base_z","	ring_first_joint_x","	ring_first_joint_y","	ring_first_joint_z","	ring_second_joint_x","	ring_second_joint_y","	ring_second_joint_z","	ring_tip_x","	ring_tip_y","	ring_tip_z","	pinky_base_x","	pinky_base_y","	pinky_base_z","	pinky_first_joint_x","	pinky_first_joint_y","	 pinky_first_joint_z","	pinky_second_joint_x","	pinky_second_joint_y","	pinky_second_joint_z","	pinky_tip_x","	pinky_tip_y","	pinky_tip_z"
0.57987289,-0.41649033,0.568953,0.57394345,-0.38066578,0.576605,0.57528141,-0.41645401,0.580965,0.56094086,-0.40130433,0.590324,0.53894572,-0.37652187,0.589336,0.53792751,-0.36580964,0.599413,0.56533515,-0.35803695,0.596228,0.56892187,-0.33045842,0.610899,0.57038867,-0.31613937,0.618235,0.57151963,-0.30292574,0.624903,0.56817196,-0.34513119,0.584325,0.54968036,-0.31167105,0.58781,0.53534703,-0.2936319,0.589843,0.53128678,-0.28363134,0.597379,0.57104374,-0.33661797,0.574053,0.5529042,-0.3094012,0.580776,0.54444735,-0.32408229,0.584216,0.56299536,-0.35149198,0.599308,0.57512577,-0.33043909,0.560787,0.57585615,-0.30701243,0.569722,0.56701858,-0.30046369,0.573827,0.55990547,-0.30263918,0.577449
0.58368583,-0.42018477,0.574802,0.57460434,-0.38070648,0.578678,0.57885521,-0.41932355,0.586199,0.5559013,-0.39442839,0.594307,0.54208089,-0.37290086,0.598231,0.54436782,-0.36074576,0.607986,0.56884429,-0.3499874,0.595047,0.5674107,-0.32633906,0.608935,0.56591509,-0.31251117,0.615879,0.56414383,-0.30062322,0.622191,0.567437,-0.34259258,0.582588,0.54473097,-0.30877957,0.5826,0.52960481,-0.32030059,0.582607,0.54434358,-0.34411018,0.594841,0.56934975,-0.33525634,0.572097,0.55773559,-0.30086503,0.575853,0.54438584,-0.31077858,0.577775,0.55669313,-0.34100583,0.591843,0.57367782,-0.32976794,0.559035,0.5538544,-0.30470704,0.560221,0.54123586,-0.30248984,0.560765,0.53726134,-0.31020702,0.561246
0.58123428,-0.41953387,0.574457,0.57374972,-0.38028417,0.578399,0.57671853,-0.41819709,0.5856,0.55379997,-0.39528336,0.593306,0.53197417,-0.37413765,0.591833,0.52937302,-0.35995673,0.598066,0.56885274,-0.34977726,0.594506,0.56698896,-0.3253773,0.608333,0.56521577,-0.31151799,0.615247,0.56310447,-0.29976237,0.621531,0.56842558,-0.3417078,0.582376,0.54424289,-0.30839427,0.582318,0.52987324,-0.32000188,0.582285,0.54468826,-0.34390007,0.594665,0.56985031,-0.33479125,0.572151,0.56335423,-0.29787767,0.574954,0.54835624,-0.30400325,0.576388,0.55746215,-0.33320022,0.590341,0.57381453,-0.32988864,0.559401,0.55467699,-0.30485613,0.560444,0.54198226,-0.30252928,0.560923,0.53791271,-0.31017525,0.561346
0.57928342,-0.4194448,0.57447,0.57317861,-0.38033966,0.578289,0.57514587,-0.4177034,0.585454,0.5533406,-0.39626772,0.592896,0.53272977,-0.37480444,0.591694,0.53588625,-0.3619837,0.600921,0.56678992,-0.35329006,0.59412,0.56674289,-0.32705472,0.608553,0.56670709,-0.31316001,0.615769,0.56415697,-0.30061045,0.62233,0.56798453,-0.34201621,0.582141,0.54373292,-0.30824116,0.581902,0.52991087,-0.32113394,0.581763,0.54525896,-0.34503955,0.594172,0.56978534,-0.33472477,0.572048,0.55898867,-0.30165667,0.575419,0.54515871,-0.31074089,0.577144,0.55762874,-0.33905339,0.591351,0.57375129,-0.33038243,0.559472,0.55536671,-0.30563667,0.560334,0.54255433,-0.30295752,0.560731,0.53814392,-0.31036512,0.56108
0.58116767,-0.42155621,0.577094,0.57332761,-0.38047858,0.578453,0.57592277,-0.41847672,0.586621,0.56172555,-0.40204671,0.591621,0.53742275,-0.38115948,0.590457,0.5319939,-0.36594104,0.597421,0.56622467,-0.34906754,0.590885,0.56343538,-0.32444605,0.604969,0.56178817,-0.3108273,0.61201,0.55801449,-0.29856739,0.618412,0.56701626,-0.34033928,0.579823,0.53329098,-0.31851174,0.57686,0.52596777,-0.33806947,0.575131,0.54816997,-0.35977132,0.587245,0.56964755,-0.33377068,0.570639,0.55491336,-0.29983993,0.57124,0.54006454,-0.30860099,0.571548,0.55191954,-0.33841743,0.585386,0.57392833,-0.33043241,0.559457,0.55337669,-0.30455971,0.557969,0.53940457,-0.30136968,0.557286,0.53385562,-0.30813866,0.556683
0.57889945,-0.42065881,0.575594,0.57127958,-0.37920182,0.576459,0.57464152,-0.41777788,0.585718,0.56111389,-0.40213953,0.591636,0.53582508,-0.38202874,0.589825,0.53250404,-0.36762272,0.597468,0.56403878,-0.3489562,0.589288,0.56202795,-0.32355102,0.603592,0.55991262,-0.31026247,0.610744,0.5563723,-0.29828854,0.617246,0.56490297,-0.33884203,0.577332,0.52848422,-0.32212146,0.574243,0.52424335,-0.34309963,0.57244,0.54639226,-0.36049468,0.584104,0.56610491,-0.33212599,0.567444,0.55199422,-0.29824844,0.568225,0.53734637,-0.30705028,0.568625,0.54926211,-0.33469595,0.582077,0.57032203,-0.32868112,0.555479,0.55594514,-0.29865725,0.55413,0.54205337,-0.29730329,0.553511,0.5309816,-0.30597449,0.552964
0.57699202,-0.41995103,0.574685,0.56786476,-0.37691839,0.57337,0.57017977,-0.41497347,0.582178,0.54827343,-0.39341317,0.583905,0.52358199,-0.36998212,0.579016,0.52222561,-0.35976363,0.586303,0.55333325,-0.34242662,0.581565,0.55178325,-0.31620311,0.596455,0.55045585,-0.30532517,0.6039,0.54894464,-0.29384582,0.610669,0.55944835,-0.33483501,0.572044,0.5205905,-0.31656226,0.565984,0.51641495,-0.33572851,0.562448,0.53802498,-0.35479801,0.574297,0.56407752,-0.32962243,0.564294,0.5459563,-0.29363555,0.561587,0.53054321,-0.2999376,0.560202,0.54252761,-0.32616231,0.573645,0.57087308,-0.32793046,0.555164,0.55287793,-0.29540294,0.550893,0.53828286,-0.29333127,0.54893,0.52951662,-0.30087355,0.547198
0.57455362,-0.41905445,0.573474,0.56215072,-0.37413857,0.57092,0.56746114,-0.41363641,0.580654,0.54457038,-0.39203955,0.581841,0.5197619,-0.36843302,0.576671,0.51297273,-0.3529922,0.579969,0.54831909,-0.34015942,0.577913,0.54955279,-0.3140324,0.593791,0.54844319,-0.3009917,0.601731,0.54789889,-0.29249875,0.608948,0.55420464,-0.33078985,0.568343,0.51282402,-0.31807785,0.56113,0.51104186,-0.3386526,0.556922,0.53305377,-0.35247959,0.5684,0.55992414,-0.32563361,0.560632,0.54094823,-0.28952583,0.556897,0.52526608,-0.29442556,0.554986,0.53723253,-0.32177161,0.568056,0.56902157,-0.32616234,0.551702,0.54771704,-0.29260208,0.546556,0.53300069,-0.29031035,0.544192,0.52410979,-0.29760464,0.542106
0.57290707,-0.41812599,0.572653,0.5580958,-0.36920535,0.565544,0.56491656,-0.41173261,0.578989,0.54226086,-0.38937318,0.578736,0.51566401,-0.36488853,0.57184,0.51059503,-0.35049803,0.576489,0.53841133,-0.32860084,0.568487,0.54243677,-0.3005943,0.583245,0.54129093,-0.28696147,0.590624,0.5387548,-0.27830101,0.597332,0.54488878,-0.32078622,0.558371,0.50260408,-0.30591322,0.547114,0.49880353,-0.3253711,0.540547,0.51841233,-0.34277908,0.550429,0.55139524,-0.3171768,0.550496,0.53355426,-0.2753666,0.542185,0.51534958,-0.27646464,0.537932,0.52214395,-0.29973129,0.549089,0.559217,-0.31886231,0.541935,0.54231878,-0.28311119,0.533838,0.52783878,-0.27588889,0.530118,0.51569952,-0.27958938,0.526836
0.56986991,-0.41631693,0.57029,0.55099154,-0.36437099,0.558141,0.55993443,-0.40807864,0.574705,0.53749448,-0.38567473,0.571488,0.5085479,-0.36378803,0.558611,0.49856505,-0.34692834,0.558252,0.52575679,-0.32170461,0.555411,0.52466405,-0.29119893,0.565426,0.52109438,-0.27672724,0.570433,0.51728071,-0.26346485,0.574985,0.53329299,-0.31554448,0.545885,0.48748834,-0.30157721,0.529851,0.48176428,-0.3196892,0.520498,0.50052742,-0.33159979,0.528752,0.54106315,-0.31351983,0.538813,0.51903456,-0.27051127,0.526393,0.49942037,-0.272333,0.520039,0.50518212,-0.29534436,0.529602,0.55342611,-0.31731246,0.531838,0.53050986,-0.28091109,0.519965,0.51466434,-0.27411892,0.51451,0.50146115,-0.27816437,0.509697
0.53020023,-0.38576411,0.540867,0.52493421,-0.33748046,0.533194,0.5194372,-0.37395465,0.544785,0.50142509,-0.35071816,0.540894,0.47641794,-0.32415934,0.526832,0.46728384,-0.30418666,0.522794,0.50916192,-0.29524199,0.532838,0.51086412,-0.26533536,0.544098,0.50929474,-0.25073197,0.549729,0.50767813,-0.23697598,0.554848,0.51948724,-0.29133698,0.525454,0.48087987,-0.27993028,0.512774,0.47314807,-0.29895764,0.505377,0.49259767,-0.3168866,0.515769,0.52878526,-0.2909667,0.519863,0.50906808,-0.25227953,0.508804,0.49891087,-0.23221624,0.503147,0.48124755,-0.229485,0.498003,0.54136959,-0.29637542,0.514109,0.52920463,-0.25930314,0.504233,0.51446227,-0.25569079,0.499695,0.50129503,-0.2598337,0.495691
0.51090552,-0.36538008,0.516954,0.51241854,-0.31749125,0.514619,0.50466114,-0.35746784,0.526015,0.4971032,-0.34018368,0.530129,0.48145609,-0.323135,0.529828,0.47656719,-0.30736672,0.533295,0.50227394,-0.27994861,0.524034,0.498267,-0.24511111,0.527809,0.49692013,-0.22769985,0.530469,0.49576563,-0.21168571,0.533015,0.5096497,-0.2738841,0.512263,0.47898759,-0.26704148,0.506069,0.47407081,-0.28940211,0.502455,0.49242203,-0.30906441,0.513282,0.51609462,-0.27159389,0.502728,0.50016947,-0.23489558,0.499137,0.48705344,-0.23728244,0.497299,0.48207696,-0.25356238,0.496136,0.52451763,-0.27427609,0.491583,0.51070995,-0.24209683,0.48757,0.50430009,-0.22710273,0.485727,0.49461506,-0.22499573,0.484101
0.51182775,-0.34837205,0.504552,0.50581638,-0.29635278,0.49554,0.51381556,-0.3343765,0.51372,0.49667994,-0.33191457,0.518136,0.4727872,-0.32208168,0.516781,0.46081682,-0.30864584,0.517708,0.48739048,-0.25557421,0.500648,0.47758269,-0.21880035,0.499831,0.47322042,-0.2003791,0.500072,0.46929836,-0.18345375,0.500395,0.49054456,-0.24967468,0.486448,0.45026072,-0.25536389,0.475205,0.44564086,-0.27602714,0.468646,0.46324956,-0.28977808,0.476099,0.49426417,-0.24773582,0.475334,0.48274387,-0.20395584,0.463542,0.46619932,-0.19104487,0.457508,0.44838771,-0.1977566,0.452023,0.50089293,-0.25124597,0.463124,0.47526481,-0.22243746,0.456183,0.4632724,-0.20928703,0.452994,0.45054341,-0.21066138,0.45018
0.52268886,-0.35254885,0.511806,0.50437702,-0.29739813,0.493868,0.51366936,-0.33579553,0.513752,0.4886418,-0.33149793,0.506931,0.45291678,-0.31533964,0.490217,0.43650806,-0.3005224,0.485153,0.46937686,-0.25147488,0.484303,0.45892333,-0.21624666,0.483144,0.45356406,-0.19813938,0.482565,0.44861127,-0.18138043,0.482038,0.47966953,-0.24660783,0.47577,0.43409288,-0.25316478,0.454304,0.4244039,-0.26888084,0.441781,0.43759405,-0.27620296,0.44795,0.48926022,-0.24755133,0.469879,0.46480268,-0.204174,0.447377,0.44357414,-0.19295789,0.435864,0.42331928,-0.20027597,0.425398,0.50617044,-0.25810209,0.465038,0.47188392,-0.22666798,0.448831,0.45607438,-0.21250996,0.441385,0.44109103,-0.21342112,0.434815
0.52163864,-0.3424516,0.50253,0.49624444,-0.28734303,0.479768,0.50550912,-0.3280824,0.503737,0.48239384,-0.32128501,0.496162,0.44780357,-0.30796822,0.481794,0.42957083,-0.29430412,0.476323,0.45769945,-0.23658304,0.466103,0.44453688,-0.20057834,0.461881,0.43782889,-0.18210002,0.45977,0.43165246,-0.16501061,0.45785,0.46659364,-0.23514925,0.456805,0.41561417,-0.23907025,0.431576,0.40333396,-0.25266098,0.416859,0.41588227,-0.26099908,0.420451,0.47617993,-0.23727521,0.450586,0.44992334,-0.19211811,0.427005,0.42736638,-0.18184456,0.414941,0.40571997,-0.18958194,0.403973,0.49204147,-0.24652819,0.44595,0.45465299,-0.21494598,0.427181,0.43744993,-0.20078228,0.418558,0.42077962,-0.20184832,0.410949
0.51551632,-0.34362561,0.502388,0.48410747,-0.28439149,0.474097,0.49972871,-0.32454004,0.500134,0.46523067,-0.32169542,0.487879,0.43105321,-0.31176476,0.472148,0.40856628,-0.2953361,0.459341,0.44174163,-0.22886773,0.45257,0.43414795,-0.1901161,0.446638,0.4303287,-0.17029601,0.443672,0.42684328,-0.15200557,0.440976,0.45509633,-0.23085356,0.445556,0.40487511,-0.24034402,0.415049,0.385295,-0.25061335,0.397253,0.39156832,-0.25654856,0.398548,0.46828803,-0.23590854,0.441565,0.43856234,-0.18881063,0.415593,0.41562806,-0.18485106,0.402305,0.39625646,-0.19376397,0.390225,0.48704411,-0.24609964,0.440285,0.44563802,-0.21753837,0.41706,0.42615928,-0.203491,0.406389,0.4098792,-0.20466477,0.396973
0.46247653,-0.31114122,0.461089,0.45807498,-0.25805937,0.443577,0.44902307,-0.29190038,0.461206,0.45633961,-0.26647298,0.461722,0.45852344,-0.2393647,0.460805,0.46463388,-0.21923331,0.460043,0.4388132,-0.20442882,0.432082,0.41628896,-0.17140401,0.419902,0.40483982,-0.15438953,0.413812,0.39433509,-0.13860801,0.4083,0.45264739,-0.20760214,0.42591,0.41264856,-0.20032515,0.404047,0.3914815,-0.216327,0.391294,0.39452856,-0.23565777,0.398218,0.46484813,-0.21343404,0.421933,0.43951797,-0.18091578,0.403853,0.42154486,-0.18283157,0.394603,0.40517708,-0.19166248,0.386194,0.48095828,-0.22699727,0.419335,0.44513076,-0.21382145,0.402225,0.42849035,-0.20772424,0.394363,0.4145417,-0.21210027,0.387427
0.45205746,-0.30577308,0.455958,0.44919853,-0.25279823,0.439797,0.43726129,-0.28459396,0.454057,0.42455515,-0.24427258,0.447364,0.42459961,-0.21853958,0.440811,0.4263125,-0.19675215,0.435081,0.43307128,-0.19685873,0.426757,0.41496121,-0.16274626,0.409617,0.41536356,-0.1485046,0.410407,0.41570187,-0.13456062,0.411125,0.45023338,-0.20540655,0.423493,0.42214952,-0.19681083,0.402044,0.3987599,-0.21243918,0.389532,0.39661588,-0.23364164,0.397402,0.46482853,-0.21350743,0.421824,0.44777016,-0.19475071,0.403173,0.42586148,-0.2053797,0.39363,0.40611816,-0.2148093,0.384955,0.48334076,-0.22968897,0.421825,0.45105865,-0.21525414,0.404326,0.44161027,-0.20835792,0.396285,0.41803733,-0.21091237,0.389191
0.42944527,-0.29106128,0.43096,0.42693466,-0.24248139,0.416102,0.41106154,-0.27077626,0.428383,0.42618087,-0.25079653,0.429661,0.43162485,-0.2273341,0.416024,0.44476114,-0.21203494,0.413301,0.39919951,-0.18888303,0.403111,0.38318155,-0.15725048,0.385405,0.3897483,-0.1462803,0.39114,0.39580472,-0.13496313,0.396353,0.41913239,-0.19252357,0.401114,0.39899052,-0.15611255,0.380539,0.38728164,-0.13408181,0.368537,0.39041633,-0.12149401,0.370866,0.43645741,-0.19864451,0.400404,0.42329277,-0.17374141,0.382133,0.40865941,-0.17680243,0.372785,0.39520353,-0.17984671,0.364287,0.45899884,-0.21236023,0.401394,0.44144247,-0.19622901,0.384263,0.43343251,-0.18862099,0.376392,0.41462995,-0.19081235,0.369447
0.43448957,-0.30035377,0.442442,0.42501715,-0.25023517,0.422468,0.416739,-0.27775675,0.438311,0.40267811,-0.24264695,0.429,0.40415448,-0.22084135,0.41907,0.40780542,-0.20067495,0.412318,0.40291707,-0.19030936,0.404195,0.38309236,-0.15722793,0.383337,0.38886687,-0.14612641,0.388564,0.39416984,-0.13472909,0.393315,0.42372621,-0.20014981,0.402317,0.39785429,-0.18319891,0.37722,0.37578557,-0.19083374,0.362581,0.37541296,-0.21109609,0.368946,0.43913839,-0.21070495,0.402029,0.42304593,-0.18408099,0.37964,0.40593864,-0.18690789,0.368185,0.39028523,-0.18967251,0.357771,0.45847922,-0.22990971,0.404157,0.42315554,-0.21976389,0.383608,0.40679263,-0.21511971,0.374167,0.40065451,-0.22725558,0.378799
0.41071646,-0.28543269,0.424907,0.41601825,-0.23373594,0.409647,0.38891154,-0.25961639,0.415944,0.38004844,-0.21519313,0.39772,0.37315224,-0.18365487,0.380589,0.37636523,-0.16540667,0.369713,0.39829911,-0.17399475,0.388658,0.39030013,-0.15236936,0.366924,0.4086004,-0.14911918,0.376143,0.42644833,-0.14515509,0.384524,0.42215275,-0.18876739,0.394252,0.40970547,-0.18034542,0.37221,0.40306128,-0.17555017,0.359351,0.40346034,-0.19347612,0.366999,0.44188638,-0.2039477,0.399812,0.4386088,-0.1778267,0.377792,0.42831901,-0.18330675,0.366526,0.41471493,-0.19312887,0.356284,0.46440643,-0.23030151,0.408371,0.45648624,-0.20792276,0.388558,0.44459676,-0.21036698,0.379455,0.44248342,-0.22601508,0.384661
0.38730057,-0.26121075,0.401562,0.40231098,-0.21170265,0.390875,0.36762925,-0.23252861,0.390196,0.3666528,-0.19181014,0.370427,0.36249893,-0.16073845,0.352451,0.36684189,-0.14178179,0.342847,0.38536814,-0.15335885,0.370016,0.38024426,-0.13838904,0.349616,0.40675126,-0.14044838,0.364904,0.4326592,-0.14158955,0.378803,0.41336641,-0.17054013,0.380093,0.40876364,-0.16482071,0.362036,0.40713377,-0.16165163,0.351503,0.4109208,-0.18126699,0.359493,0.43644375,-0.18771492,0.389053,0.4368819,-0.16631163,0.369224,0.42150237,-0.17961353,0.359079,0.40920711,-0.1906658,0.349856,0.46370224,-0.21438025,0.401122,0.45653051,-0.19771076,0.383534,0.4419682,-0.20846162,0.375453,0.44144201,-0.22467105,0.380705
