Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,thumb_base_x,thumb_base_y,thumb_base_z,thumb_first_joint_x,thumb_first_joint_y,thumb_first_joint_z,thumb_second_joint_x,thumb_second_joint_y,thumb_second_joint_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_base_x,index_base_y,index_base_z,index_first_joint_x,index_first_joint_y,index_first_joint_z,index_second_joint_x,index_second_joint_y,index_second_joint_z,index_tip_x,index_tip_y,index_tip_z,middle_base_x,middle_base_y,middle_base_z,middle_first_joint_x,middle_first_joint_y,middle_first_joint_z,middle_second_joint_x,middle_second_joint_y,middle_second_joint_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_base_x,ring_base_y,ring_base_z,ring_first_joint_x,ring_first_joint_y,ring_first_joint_z,ring_second_joint_x,ring_second_joint_y,ring_second_joint_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_base_x,pinky_base_y,pinky_base_z,pinky_first_joint_x,pinky_first_joint_y,pinky_first_joint_z,pinky_second_joint_x,pinky_second_joint_y,pinky_second_joint_z,pinky_tip_x,pinky_tip_y,pinky_tip_z,r
0.60233862,-0.42268627,0.560438,0.58983306,-0.37202858,0.542327,0.57801525,-0.4091915,0.555906,0.545324,-0.39840889,0.54592,0.50146008,-0.38062583,0.524092,0.47812742,-0.36509294,0.51566,0.55000046,-0.32184417,0.523585,0.52554634,-0.2796684,0.506048,0.51368163,-0.25911533,0.49728,0.50288739,-0.24038982,0.489308,0.57409739,-0.32119504,0.52313,0.56085872,-0.2710376,0.507653,0.55688182,-0.24659642,0.498625,0.55525985,-0.2315496,0.492177,0.5954256,-0.32466402,0.524186,0.59103244,-0.2789326,0.507019,0.58934236,-0.25622794,0.498236,0.58784838,-0.23549716,0.490251,0.62368149,-0.33632805,0.528125,0.62833838,-0.29910263,0.512695,0.62758809,-0.30082802,0.505606,0.62714605,-0.30251287,0.499351,
0.59667757,-0.41535644,0.546745,0.58066059,-0.36457115,0.523591,0.57105077,-0.40056896,0.541061,0.53351854,-0.38696627,0.528453,0.49250246,-0.37340034,0.506493,0.46659664,-0.3566351,0.493175,0.53540097,-0.30883543,0.499764,0.5059497,-0.27192219,0.474765,0.49121107,-0.25336536,0.462265,0.477805,-0.23643106,0.450902,0.55950927,-0.31013955,0.499046,0.54842314,-0.26227889,0.479843,0.54266487,-0.23563618,0.468641,0.53859809,-0.21647253,0.46064,0.58102423,-0.31525113,0.500286,0.56989882,-0.26623921,0.477805,0.56669381,-0.24876352,0.466304,0.56401563,-0.23262777,0.455848,0.60975041,-0.32895342,0.50519,0.61320397,-0.29221795,0.486372,0.61459651,-0.2880995,0.477727,0.61613399,-0.28449206,0.470098,
0.57741686,-0.40224919,0.524315,0.56337386,-0.35471959,0.497728,0.55257607,-0.38691575,0.515788,0.51409633,-0.37605473,0.497764,0.4722041,-0.36036211,0.473934,0.44526656,-0.34151345,0.458545,0.51652839,-0.29782262,0.467897,0.48724212,-0.25786178,0.443488,0.47259666,-0.23785159,0.431284,0.45928024,-0.21964086,0.420189,0.54192375,-0.29978863,0.469545,0.53324895,-0.25099028,0.452721,0.53068873,-0.22504001,0.442908,0.52894766,-0.20630195,0.435898,0.56442006,-0.30546627,0.473002,0.55686392,-0.25701005,0.452381,0.55788482,-0.24012406,0.44183,0.55916473,-0.22450089,0.432239,0.59424941,-0.31985396,0.481049,0.6035909,-0.28691859,0.464514,0.60431247,-0.2909872,0.456916,0.60520672,-0.29479016,0.450212,
0.56600687,-0.39233979,0.507831,0.5492155,-0.34420753,0.479824,0.54528429,-0.37969027,0.500344,0.51513883,-0.38076587,0.491407,0.47224939,-0.37381558,0.469805,0.44368591,-0.35998983,0.454569,0.50925764,-0.29147651,0.450246,0.48041146,-0.25334886,0.425125,0.46598618,-0.23420456,0.412564,0.45287137,-0.21674817,0.401145,0.53379172,-0.29472401,0.450134,0.51549959,-0.24335906,0.425006,0.50786558,-0.22309801,0.410348,0.50273625,-0.20921301,0.399878,0.55570604,-0.30126263,0.452256,0.54525862,-0.25265318,0.427607,0.54254848,-0.23469082,0.414996,0.54056993,-0.2246133,0.403531,0.58493753,-0.316315,0.458927,0.58634476,-0.28305371,0.436627,0.58675211,-0.27832487,0.426381,0.58742418,-0.27419485,0.417341,
0.56397304,-0.39223341,0.500426,0.54721707,-0.34426502,0.471183,0.53791102,-0.37587482,0.49161,0.5042971,-0.37460945,0.473727,0.46324026,-0.36242769,0.450399,0.4360971,-0.34460201,0.433583,0.50368369,-0.29243957,0.439067,0.47258712,-0.24891367,0.415615,0.45883091,-0.22918833,0.403889,0.45353264,-0.22637394,0.393229,0.52866101,-0.29603798,0.440184,0.51366318,-0.24623476,0.417623,0.50457688,-0.22211747,0.404462,0.50095978,-0.20758555,0.395061,0.55074509,-0.30288068,0.443415,0.54406215,-0.25712163,0.420343,0.5427209,-0.237329,0.408538,0.53727732,-0.22029819,0.397807,0.5799052,-0.31831231,0.451587,0.58259134,-0.28717139,0.429474,0.58458472,-0.28072596,0.419314,0.58208466,-0.27230244,0.410349,
0.5295642,-0.37942897,0.467825,0.51865124,-0.33545472,0.443694,0.50396831,-0.36591134,0.458704,0.47648356,-0.37551057,0.441816,0.43127416,-0.34548286,0.415952,0.41109894,-0.32217945,0.402121,0.48179674,-0.27308198,0.41491,0.45816321,-0.23607685,0.387425,0.44639576,-0.21746327,0.373683,0.43792667,-0.21819752,0.36119,0.50804244,-0.28161752,0.418115,0.49431823,-0.23194891,0.393162,0.489976,-0.21375036,0.378606,0.48723059,-0.20050635,0.368209,0.53060134,-0.29266698,0.422658,0.52687822,-0.24959989,0.3982,0.52638132,-0.23123284,0.385686,0.52620477,-0.21435585,0.37431,0.55917202,-0.31342911,0.431632,0.56793905,-0.28068396,0.415883,0.56951611,-0.28851212,0.408648,0.56771441,-0.29336529,0.402263,
0.51050979,-0.37940974,0.449776,0.50601948,-0.33269949,0.427618,0.48750407,-0.35754843,0.441671,0.46231796,-0.36981183,0.421713,0.42055825,-0.33712366,0.394727,0.40236805,-0.31197963,0.379556,0.46869472,-0.26556253,0.401522,0.45071157,-0.23810175,0.375796,0.44064617,-0.22349866,0.362933,0.43145797,-0.22791694,0.351239,0.49717754,-0.27713745,0.40413,0.48131331,-0.23023724,0.375559,0.47302871,-0.20821753,0.358893,0.46728587,-0.19233007,0.346988,0.51958954,-0.28979539,0.408028,0.51225724,-0.24727319,0.381282,0.50905929,-0.22902243,0.367599,0.50641501,-0.21226705,0.355159,0.54802443,-0.31290748,0.415941,0.55911137,-0.28081842,0.400853,0.55780771,-0.28305346,0.393921,0.55697067,-0.2852913,0.387804,
0.48676593,-0.37530757,0.426294,0.48147774,-0.32879879,0.406412,0.4629344,-0.35080658,0.417412,0.4386627,-0.36249953,0.394619,0.39915269,-0.32494498,0.366255,0.38303016,-0.29764289,0.351257,0.44759376,-0.26125683,0.381006,0.43307448,-0.23235046,0.356144,0.42611774,-0.21765274,0.343713,0.41974979,-0.22200251,0.332412,0.47441656,-0.27263604,0.385337,0.46516573,-0.2309488,0.35871,0.46060819,-0.20858255,0.343177,0.45758236,-0.19242457,0.332082,0.49738457,-0.2862319,0.390472,0.49660803,-0.24486106,0.366489,0.49724833,-0.22715813,0.354218,0.49359975,-0.20792106,0.343063,0.52629674,-0.31054033,0.399518,0.54352817,-0.28316671,0.386852,0.54269474,-0.28722699,0.381032,0.54227537,-0.2911665,0.375898,
0.48237908,-0.37619679,0.420238,0.47710567,-0.3281487,0.400403,0.4552148,-0.35609921,0.407269,0.43476364,-0.36347966,0.380065,0.39612711,-0.32770798,0.351187,0.37925055,-0.30085074,0.335468,0.43830055,-0.26205724,0.369977,0.42396154,-0.2335225,0.342783,0.41718345,-0.2193234,0.329185,0.41184513,-0.2227164,0.316824,0.46876299,-0.27170625,0.379377,0.45945579,-0.22994805,0.352359,0.45946932,-0.21456475,0.336598,0.45805505,-0.20112753,0.32534,0.49665438,-0.28750978,0.38868,0.49540473,-0.24180548,0.366762,0.49514969,-0.24356191,0.355549,0.47658884,-0.25361612,0.345354,0.53187659,-0.31473508,0.402669,0.53680914,-0.27776969,0.388745,0.54079156,-0.27875202,0.382347,0.53690969,-0.28942796,0.376702,
0.47550998,-0.37515193,0.405235,0.47869011,-0.32870053,0.394353,0.45421165,-0.35572418,0.394541,0.47070297,-0.32712081,0.379174,0.46856163,-0.29275687,0.35873,0.48470519,-0.27787439,0.358733,0.44183391,-0.26463196,0.373234,0.44401234,-0.25438745,0.352856,0.44638781,-0.24929632,0.342667,0.4488284,-0.25666456,0.333404,0.47452298,-0.27623006,0.382817,0.48164001,-0.25132145,0.364017,0.48770264,-0.23699018,0.35305,0.49303317,-0.22642454,0.345216,0.50062556,-0.28711186,0.391562,0.50593688,-0.248003,0.371473,0.50239084,-0.25775476,0.361195,0.5051679,-0.28249893,0.369905,0.53831827,-0.30975707,0.403563,0.53864413,-0.2923919,0.385186,0.53489568,-0.30182227,0.376743,0.53066928,-0.31099894,0.369293,
0.4832324,-0.38161687,0.408856,0.47968064,-0.33068509,0.394827,0.46116109,-0.36291269,0.399499,0.4597092,-0.3354039,0.377017,0.4534349,-0.30576822,0.361996,0.4509994,-0.28409053,0.358445,0.4343882,-0.26895851,0.373079,0.43107436,-0.26538131,0.351448,0.43045068,-0.26473337,0.340632,0.42994552,-0.27343769,0.330799,0.46591064,-0.27650241,0.379956,0.4647855,-0.25884208,0.358309,0.46208637,-0.27141848,0.345682,0.4526013,-0.28422429,0.337107,0.49346846,-0.28696324,0.386723,0.48479993,-0.2577195,0.364283,0.4810692,-0.24231328,0.352802,0.48259766,-0.2454027,0.342365,0.52925105,-0.30610887,0.39684,0.52116753,-0.2912319,0.376722,0.51463848,-0.30128518,0.367479,0.50886945,-0.31013463,0.359323,
0.48258192,-0.38189198,0.399915,0.47928934,-0.33516952,0.39136,0.45906137,-0.36334041,0.390585,0.46126123,-0.33805739,0.369185,0.46014457,-0.30870932,0.349115,0.46152392,-0.28600179,0.33657,0.43483024,-0.2768379,0.373615,0.43697168,-0.27123361,0.355492,0.43247694,-0.28760705,0.346431,0.42760353,-0.30085726,0.338926,0.46788089,-0.28435858,0.382291,0.47785505,-0.27462232,0.365719,0.47792168,-0.2913604,0.356052,0.46993871,-0.30700859,0.350409,0.49722809,-0.29202582,0.390105,0.49613639,-0.26411718,0.371822,0.502617,-0.27280483,0.362468,0.49914067,-0.28776663,0.353964,0.53403017,-0.31260629,0.400655,0.53317683,-0.30800353,0.384162,0.52803043,-0.32013645,0.376585,0.52350379,-0.33089217,0.369899,
0.4823325,-0.38157859,0.397302,0.47788633,-0.331872,0.389088,0.45343496,-0.35923611,0.38825,0.43846219,-0.3286002,0.367215,0.43286365,-0.30178313,0.342899,0.43481841,-0.28914744,0.325105,0.43230475,-0.27478649,0.371936,0.43523515,-0.27141543,0.354191,0.43378249,-0.28561697,0.345318,0.45754292,-0.31164672,0.354195,0.46574395,-0.28024898,0.380382,0.47193582,-0.26479617,0.364144,0.46564455,-0.28689186,0.354672,0.47012092,-0.30390431,0.36454,0.49454177,-0.29055361,0.38798,0.4989658,-0.29107771,0.370076,0.48894099,-0.30738433,0.360915,0.49800635,-0.33714104,0.370882,0.53139371,-0.31056502,0.398222,0.52846608,-0.30513577,0.382029,0.51244284,-0.31043774,0.375021,0.49943482,-0.31648328,0.368836,
0.48119546,-0.3806016,0.394759,0.47707061,-0.33180672,0.388182,0.45266536,-0.35909775,0.386443,0.43732365,-0.32786144,0.366543,0.43190138,-0.30104649,0.342521,0.43407282,-0.28844406,0.324925,0.4330525,-0.27543592,0.373127,0.43809478,-0.2739262,0.356869,0.43856828,-0.28781515,0.348739,0.45879716,-0.31582114,0.358251,0.46628084,-0.28103507,0.38121,0.47535491,-0.28259651,0.366558,0.46540652,-0.30182721,0.358011,0.46836501,-0.31344096,0.368506,0.4947067,-0.29085939,0.38838,0.50084691,-0.29216636,0.372055,0.49211407,-0.30924326,0.363702,0.50225482,-0.33982237,0.374359,0.53090131,-0.31011592,0.397872,0.52725219,-0.30424627,0.382979,0.51328929,-0.31084875,0.376137,0.50063521,-0.31708914,0.370168,
0.47912413,-0.37910372,0.392583,0.47603403,-0.33153471,0.38786,0.4507948,-0.35803094,0.384643,0.43461091,-0.32555265,0.365564,0.42603254,-0.29485084,0.343549,0.43421507,-0.28743521,0.326908,0.43356483,-0.27572334,0.374616,0.44071148,-0.27569571,0.359801,0.44328811,-0.28840132,0.352394,0.46590908,-0.31657974,0.362381,0.46715948,-0.28190418,0.382853,0.47766547,-0.28353572,0.369992,0.4688908,-0.30384835,0.362489,0.47230512,-0.31613769,0.373519,0.49559997,-0.29170974,0.390004,0.50329132,-0.29353358,0.375292,0.49493129,-0.31137809,0.367764,0.50459505,-0.34172296,0.378963,0.5315095,-0.31074934,0.399198,0.52505461,-0.30610571,0.38568,0.50566762,-0.31379324,0.379982,0.50218474,-0.32102518,0.374954,
0.47675471,-0.37710412,0.39022,0.47492651,-0.33103717,0.387514,0.44885153,-0.35669308,0.382808,0.43281991,-0.32446142,0.364766,0.42477388,-0.29536561,0.342721,0.43210554,-0.28606475,0.326314,0.43325773,-0.27584759,0.376386,0.4437668,-0.27766593,0.363222,0.44735358,-0.29042684,0.356641,0.47091468,-0.31906198,0.367168,0.46634368,-0.28268624,0.384646,0.47855474,-0.28182022,0.373756,0.47230981,-0.30360253,0.367403,0.47824203,-0.31913716,0.37902,0.49477279,-0.29198524,0.391657,0.50610091,-0.29476236,0.378766,0.4972451,-0.31239553,0.37217,0.50904596,-0.34425255,0.383976,0.53128435,-0.31024834,0.400385,0.52195555,-0.30660626,0.388412,0.5082713,-0.3144052,0.38291,0.50342047,-0.32271747,0.378056,
0.47136737,-0.37224018,0.385126,0.4743527,-0.33042804,0.388421,0.44269807,-0.35151449,0.377041,0.42831296,-0.3192128,0.359949,0.42435453,-0.28562242,0.33843,0.43666763,-0.27358636,0.323814,0.43406949,-0.27748989,0.380814,0.44945374,-0.27962275,0.371485,0.45928018,-0.28696713,0.366821,0.48577125,-0.31384637,0.377544,0.46773329,-0.28566379,0.391914,0.49295827,-0.28559199,0.386973,0.49396094,-0.30804388,0.384091,0.49967063,-0.33173671,0.396375,0.49760512,-0.29581739,0.400787,0.51630322,-0.29421562,0.392565,0.51076921,-0.31478694,0.388359,0.51631605,-0.34088762,0.400557,0.53107609,-0.3133584,0.410837,0.5361864,-0.31004028,0.4031,0.52808546,-0.31901334,0.399545,0.51970907,-0.3314441,0.396408,
0.46725125,-0.36857059,0.382139,0.47298603,-0.32823314,0.389858,0.4416287,-0.35021528,0.376524,0.42639441,-0.30917679,0.363251,0.42403405,-0.28344405,0.34016,0.42858186,-0.27104391,0.325268,0.43976219,-0.27406106,0.388515,0.46311907,-0.28098699,0.383659,0.47552898,-0.29496547,0.381231,0.50325692,-0.3239233,0.393531,0.47234716,-0.28303655,0.398041,0.50526794,-0.28777493,0.397613,0.5087144,-0.31605257,0.397362,0.51489417,-0.33734226,0.411126,0.49976306,-0.29599013,0.40527,0.52722412,-0.29936647,0.401711,0.52337175,-0.32202221,0.39989,0.52981279,-0.34932616,0.413777,0.53226034,-0.31319529,0.412711,0.54222019,-0.31303246,0.408818,0.53644929,-0.32355283,0.407628,0.53128655,-0.33696441,0.406578,
0.46979951,-0.36658167,0.385292,0.45634567,-0.30463406,0.385718,0.43888301,-0.34289478,0.376358,0.41943536,-0.30436541,0.357595,0.40919062,-0.27973336,0.329543,0.41159815,-0.26628512,0.313671,0.41750349,-0.25588466,0.374979,0.428776,-0.2610351,0.363178,0.45480744,-0.29226575,0.37971,0.46538724,-0.30854599,0.394666,0.45226612,-0.26141012,0.386169,0.47162312,-0.26491266,0.378347,0.49724281,-0.30772636,0.39992,0.50171255,-0.32177793,0.413425,0.48180707,-0.26918432,0.395343,0.49675427,-0.27752293,0.38442,0.51658759,-0.3141183,0.402514,0.52323599,-0.33765633,0.41736,0.51818152,-0.28474384,0.406176,0.51758273,-0.29133399,0.396143,0.51046586,-0.30369147,0.39424,0.50633663,-0.31750173,0.392561,
0.48175001,-0.37301783,0.398524,0.46326711,-0.30934018,0.39346,0.44565517,-0.33973857,0.393616,0.43567977,-0.3170606,0.377807,0.418764,-0.29126053,0.348879,0.42318169,-0.2783782,0.330004,0.42570326,-0.25676359,0.383717,0.4221356,-0.25972118,0.370477,0.45073338,-0.29204361,0.388887,0.47076537,-0.31141099,0.403063,0.45495163,-0.26185035,0.388092,0.45481851,-0.26652292,0.375164,0.48830522,-0.31231979,0.398935,0.50420999,-0.3414816,0.411073,0.47937578,-0.26751441,0.392092,0.48007973,-0.27811484,0.378485,0.50707094,-0.31201426,0.398563,0.52006414,-0.33373949,0.416623,0.51003141,-0.28102831,0.397593,0.49565037,-0.29010569,0.384712,0.50795232,-0.31533486,0.399805,0.51811456,-0.33893706,0.413122,
0.47605074,-0.38215737,0.432557,0.47387925,-0.33274838,0.420257,0.45814753,-0.35770404,0.418479,0.44710207,-0.33385429,0.398648,0.43721558,-0.30587418,0.372477,0.43853266,-0.2881641,0.357199,0.43754317,-0.26948317,0.393927,0.43678746,-0.25410991,0.370973,0.4579108,-0.28369656,0.384976,0.46645008,-0.30630857,0.399629,0.47122188,-0.28158082,0.407219,0.48354174,-0.27064394,0.387189,0.50663199,-0.31110304,0.405517,0.52334868,-0.34467978,0.418515,0.49950429,-0.295396,0.419128,0.50869606,-0.28651061,0.396263,0.52255497,-0.31965441,0.4116,0.52655705,-0.33834827,0.42696,0.53392056,-0.31920381,0.435096,0.53110195,-0.32719261,0.415197,0.54446361,-0.34793972,0.426539,0.55624021,-0.36637133,0.436546,
0.49151855,-0.38535494,0.438913,0.48041935,-0.33564843,0.428627,0.46116375,-0.36160031,0.425741,0.47704354,-0.34034742,0.425083,0.46181815,-0.30886285,0.413157,0.47352723,-0.29212503,0.409993,0.4422341,-0.27057576,0.404878,0.44525163,-0.26653666,0.38367,0.4726916,-0.29499904,0.398312,0.48592677,-0.32224626,0.412531,0.47555239,-0.28196313,0.417723,0.48862823,-0.27563898,0.399552,0.51873466,-0.31880242,0.418698,0.53166855,-0.34830392,0.43128,0.50347545,-0.29510864,0.429106,0.51335453,-0.28880458,0.408094,0.53464566,-0.32599025,0.424127,0.53451963,-0.34614135,0.439016,0.53735917,-0.31795119,0.444151,0.53657753,-0.32572617,0.425755,0.55126249,-0.34714459,0.437662,0.56759297,-0.37111485,0.448168,
